id,es_total_ps
14351,1636.0770812282137
14352,1221.5222801949956
14353,760.2712852081212
14354,594.4033768407639
14355,561.1867765092683
14356,609.2841472221141
14357,1108.424877138311
14358,1693.0804484018142
14359,1520.5420843656102
14360,652.8546955025794
14361,-253.0032140851173
14362,-742.3022520569291
14363,-1082.265852386047
14364,-1165.068806676001
14365,-1382.1641878402697
14366,-1306.6599620522854
14367,-1605.3946063172123
14368,-1781.08549850768
14369,-767.862916641088
14370,44.67737205365006
14371,1480.7395522599954
14372,2676.8935909627953
14373,2575.972495792961
14374,2168.004871530751
14375,1334.1844736622538
14376,996.3457493707749
14377,602.6493497005538
14378,443.40766734417014
14379,351.25547733624944
14380,354.1027062187112
14381,857.1076495475492
14382,1516.5259509268906
14383,1304.0354865334334
14384,440.31724611738855
14385,-1053.3451185734855
14386,-1557.0082128154359
14387,-1958.3225205935257
14388,-2254.8096196946317
14389,-2433.2845164279042
14390,-2747.078979108058
14391,-2828.1624646597675
14392,-2646.1438921267327
14393,-1922.4044455827282
14394,-209.96058047938774
14395,1251.195129351358
14396,2537.0146528129217
14397,2531.9919157204085
14398,2207.3585342834026
14399,1420.550451137041
14400,1045.7274450851883
14401,639.8115203457592
14402,354.1912631618666
14403,318.4019482641094
14404,216.81698485877365
14405,435.7700963347032
14406,687.3031905011999
14407,375.5885008390085
14408,-1227.043958636698
14409,-2650.7786477348363
14410,-2920.702381008283
14411,-3223.031042669993
14412,-3233.7753695020465
14413,-3276.558132975331
14414,-3276.24200837181
14415,-3295.0874487605815
14416,-3019.5395435247397
14417,-2557.0012061838006
14418,-696.4307910047902
14419,1283.8087396647522
14420,2490.5786750793422
14421,2576.8713930420604
14422,2295.1647014802675
14423,1563.5155085490603
14424,1187.6493480885772
14425,588.8706931077639
14426,469.1500811285429
14427,467.93349515508226
14428,394.74109442198653
14429,550.798476527182
14430,705.6302361635298
14431,167.70974688091536
14432,-1650.5597171843303
14433,-3060.9372693120263
14434,-3069.3126775811606
14435,-3304.87221326319
14436,-3261.7886354734474
14437,-2945.8736625905212
14438,-2875.9508471055306
14439,-2799.382985549382
14440,-2741.3308590393003
14441,-2167.6074178836857
14442,-401.2214033380869
14443,1361.4282505839515
14444,2535.537960477009
14445,2634.9125971647463
14446,2439.4204744896433
14447,1933.5905209759835
14448,1525.7435469661773
14449,848.2320976953552
14450,682.3632699030322
14451,612.0917956322472
14452,759.6152783956172
14453,1153.1902547838545
14454,1660.0775091155813
14455,1770.2661098454514
14456,876.3885143806974
14457,-436.86574441846005
14458,-1085.61728052485
14459,-1399.9680766643417
14460,-1253.07851935716
14461,-1037.7757217414712
14462,-1667.9633369154276
14463,-1414.0101557656417
14464,-1102.7837866067653
14465,-705.3352801253698
14466,232.50403801111264
14467,1474.920764115762
14468,2722.6907814583597
14469,2731.538646240937
14470,2444.081288827895
14471,1582.89057147613
14472,1203.5333227074
14473,750.5268979543122
14474,583.1513069892686
14475,547.6109240808904
14476,561.2644833216204
14477,1035.2686968698858
14478,1477.292070529215
14479,1477.6209658550206
14480,689.3300110857347
14481,-214.9511606202762
14482,-858.8089829924444
14483,-1075.4838380447516
14484,-1253.7340200677968
14485,-1122.6264157610296
14486,-1547.2516028064176
14487,-1572.466970326266
14488,-1225.9008206428182
14489,-659.9289787575098
14490,211.25167984029125
