id,es_total_ps
14351,1668.0131322377529
14352,1114.333793473431
14353,867.3468657965735
14354,666.0941845182041
14355,605.3792241792397
14356,621.0777166214534
14357,1091.6069497157673
14358,1692.9480689458976
14359,1624.5928602762338
14360,731.433694779042
14361,-119.83528329853539
14362,-707.9987906497144
14363,-1113.931152654438
14364,-1332.057125674232
14365,-1584.3605084448707
14366,-1525.9236536139108
14367,-1803.7237719379043
14368,-1890.6435485121608
14369,-855.0519928584669
14370,33.14138932395552
14371,1433.6006778644773
14372,2831.0354662924688
14373,2605.424289590957
14374,1987.4555710880027
14375,1414.5200021834899
14376,955.4945768655705
14377,774.4846031271857
14378,575.4040732181185
14379,434.6842787351053
14380,413.89726860869166
14381,837.0813928537174
14382,1569.5621471270852
14383,1474.396685283557
14384,596.2519744446545
14385,-905.5719860845297
14386,-1543.3072773320778
14387,-2055.713353165667
14388,-2417.4420125740367
14389,-2648.154766025029
14390,-2989.291498167252
14391,-3054.735714386908
14392,-2804.34543797435
14393,-2113.0088592800544
14394,-270.11518790848714
14395,1167.9448480482401
14396,2702.1186283293614
14397,2585.0467589982827
14398,2069.2125336254644
14399,1502.319862571922
14400,1048.3392236523362
14401,843.1802268964398
14402,520.1359285930431
14403,431.3515487114306
14404,301.63788372905157
14405,476.1408804913927
14406,757.2506356773824
14407,518.1518269609514
14408,-1131.5297343858044
14409,-2590.7106245537357
14410,-3015.330710387646
14411,-3343.725259971519
14412,-3461.968411531647
14413,-3520.0692155434526
14414,-3502.7216446823995
14415,-3491.765447281594
14416,-3155.5166982587357
14417,-2661.9332940092554
14418,-701.8776700004972
14419,1265.579377731263
14420,2697.585187508249
14421,2684.183812889433
14422,2183.5549958377455
14423,1690.6035846527102
14424,1167.7759619617048
14425,744.8670583167877
14426,567.2345496624725
14427,528.3470862852961
14428,430.2528426587515
14429,570.6140596590126
14430,760.574240995967
14431,259.58620176761355
14432,-1586.6987946097036
14433,-2998.3158520900106
14434,-3188.503628337316
14435,-3468.7028011986204
14436,-3527.85294637768
14437,-3160.9085200365744
14438,-3061.077509833055
14439,-2949.5670070290053
14440,-2833.4193992547735
14441,-2224.519901791093
14442,-370.6643255291688
14443,1374.4278879754368
14444,2779.843703640779
14445,2752.1571740040326
14446,2305.898237945688
14447,1973.0135726517656
14448,1427.1830822947184
14449,925.3579114381392
14450,716.4737632459513
14451,603.6599589459191
14452,732.4697174058265
14453,1100.07877967452
14454,1712.9788638627133
14455,1872.386869741968
14456,985.209217162926
14457,-337.18495138735176
14458,-1130.8642937646523
14459,-1512.26434501814
14460,-1485.5798091213164
14461,-1204.3195372228138
14462,-1794.3441897750697
14463,-1594.411674455162
14464,-1225.563627857784
14465,-744.8809147159119
14466,275.984513969339
14467,1480.002552444161
14468,2933.408173037072
14469,2823.367403733513
14470,2284.068858989754
14471,1649.9486603697796
14472,1102.782550184634
14473,854.9882112174221
14474,686.4768782088989
14475,600.1858534594072
14476,576.0773942505593
14477,1028.133204386995
14478,1512.5491538699464
14479,1593.076814179191
14480,829.4068225816966
14481,-46.460794516168846
14482,-875.6331165715493
14483,-1128.1053898403475
14484,-1418.2257315742545
14485,-1301.8646679448636
14486,-1727.8070313568905
14487,-1765.1500061641689
14488,-1390.7297014130925
14489,-718.373333423413
14490,222.80701515737076
14491,1626.0769276959306
14492,2952.842486997962
14493,2581.0762151922418
14494,1918.1002430921244
