id,es_total_ps
14351,1900.3225663692265
14352,1279.0151083942699
14353,790.9239393918834
14354,489.4147203346511
14355,466.9375387746339
14356,584.7879289094893
14357,1101.7537559610676
14358,1666.0988407855757
14359,1395.0293859999467
14360,287.5716022103957
14361,-581.7010517022684
14362,-1038.7948479928627
14363,-1393.2862114367963
14364,-1552.9859682438084
14365,-1814.5004892512336
14366,-1664.8397376716957
14367,-1775.2363328885772
14368,-2016.9350446761246
14369,-1487.4685955453303
14370,-367.5941386790682
14371,1583.5922257898455
14372,2811.250334261157
14373,2715.0114839091957
14374,2105.975519324951
14375,1379.9665453810608
14376,748.082717261741
14377,332.70916869420944
14378,127.60696928348088
14379,-37.18107887567818
14380,-3.3327395873913304
14381,575.5159427282003
14382,1261.8231643696581
14383,945.0577480456166
14384,-177.42481746637588
14385,-1144.8972192192152
14386,-1549.6660966090972
14387,-1823.18357233176
14388,-2219.2031304520883
14389,-2448.7076079064186
14390,-2807.6214482239707
14391,-2791.6264357765263
14392,-2543.0958731496903
14393,-2050.503999245015
14394,-544.4578369423734
14395,1274.669058360529
14396,2502.481586846603
14397,2530.970975226762
14398,1976.1489899165913
14399,1389.2309000783307
14400,780.1406621873606
14401,366.6826118139579
14402,45.929131752617
14403,39.85542356758678
14404,-120.85826211374547
14405,113.24072505486546
14406,382.4261487511591
14407,128.85382234495816
14408,-1221.1792634949152
14409,-2084.491346084738
14410,-2496.651332677202
14411,-3134.5150342189004
14412,-3217.0009142663193
14413,-3221.243049108554
14414,-3218.9563098169633
14415,-3301.353313923411
14416,-2959.8866880702767
14417,-2767.550630604808
14418,-1201.235405653581
14419,1039.160985066186
14420,2344.113007690502
14421,2406.9289739012333
14422,2005.1831095245523
14423,1505.4355708940166
14424,996.6131784303714
14425,559.8516130082518
14426,273.9094154267831
14427,228.34573751845272
14428,137.51293288152849
14429,269.95558463235466
14430,308.95916367047994
14431,-221.74318465234984
14432,-1504.7465706021371
14433,-2450.766611092316
14434,-2643.7239356898
14435,-3027.836554344525
14436,-3144.692737483661
14437,-2968.539984248355
14438,-2887.7096836042206
14439,-2821.465417368511
14440,-2817.8799339692323
14441,-2618.139730021236
14442,-1194.78720668807
14443,1152.0530311309242
14444,2502.9343121740544
14445,2806.074831485921
14446,2340.8719745614044
14447,1987.8077666610523
14448,1445.2178389012818
14449,841.0945249623405
14450,611.6622451285505
14451,586.5866628879754
14452,840.6432999516562
14453,1339.471990547028
14454,1961.7516591793424
14455,1622.8682834856875
14456,444.21781161261237
14457,-677.1109449378997
14458,-1286.5107477900656
14459,-1668.883257793644
14460,-1547.0442841056256
14461,-1570.0927721873004
14462,-2012.4968578237722
14463,-1885.0488819847747
14464,-1890.6611451892654
14465,-1763.6990097114608
14466,-498.9187189836875
14467,1344.1276799278514
14468,2688.1232598979886
14469,2813.7442521276444
14470,2314.3463534628672
14471,1660.8897837890922
14472,1130.6171250285327
14473,660.0636535446267
14474,425.90730901005185
14475,376.7577579547561
14476,494.93029581253165
14477,959.1262332808495
14478,1455.714293369683
14479,1318.2305444567899
14480,439.1456708353284
14481,-489.9811884140955
14482,-1211.4485123198072
14483,-1517.6622948031331
14484,-1684.368299151652
14485,-1697.105009543415
14486,-1984.7072963761993
14487,-1953.0125449981679
14488,-1855.6214900573436
14489,-1497.8302279184554
14490,-128.2334095444802
14491,1657.439794719663
14492,2827.125526319404
14493,2642.321473040387
14494,2074.734060475236
14495,1584.3956819164432
14496,984.5173461527659
14497,445.1431889521358
14498,5.984007764664007
14499,-232.9916552579021
14500,-156.15484604154008
14501,316.78815983109286
14502,843.1604228001406
14503,711.5245546616484
14504,-197.95575710867087
14505,-931.0709405013537
14506,-1565.239181765534
14507,-1463.962570284424
14508,-1710.1091897119209
14509,-1760.5078989481121
14510,-1538.9132139399512
14511,-1709.1121862660711
14512,-1861.5909388842183
14513,-1392.672167497743
14514,98.48541927363325
14515,1823.901873751211
14516,2972.7077214355813
14517,2643.860072075705
14518,2104.795355114142
14519,1669.959442721297
14520,1150.8763714949168
14521,513.1905226196922
14522,261.18215818065045
14523,106.39890222724351
14524,87.30330988382701
14525,498.05077347042624
14526,1114.6237302706675
14527,884.2105685979334
14528,-305.6982512562789
14529,-1421.8784638415666
14530,-2131.533049906483
14531,-2168.1486675267447
14532,-2024.6983719102795
14533,-2066.458855813738
14534,-2177.648169894611
14535,-1826.0728647572587
14536,-1782.2507312108023
14537,-1220.66881922552
14538,31.30118707347296
14539,1818.4823694850072
14540,2961.189632818137
14541,2896.4459880612767
14542,2284.176548009489
14543,1943.856922787648
14544,1410.916337890859
14545,1026.4179001760424
14546,685.1566366390085
14547,646.3412555613932
14548,629.0506988260337
14549,1055.5610287467853
14550,1683.4476720460586
14551,1472.4910837394757
14552,213.1419924629027
14553,-839.7665043248448
14554,-1264.3614864970002
14555,-1595.5657842111298
14556,-1745.1299166354324
14557,-1686.4058790708268
14558,-2139.941428672434
14559,-1855.900556005522
14560,-1648.2234302502925
14561,-1062.620047034242
14562,284.1624952745729
14563,1804.1082376406605
14564,2985.958690429006
14565,2821.8998908633657
14566,2176.1622624762267
14567,1760.165979506609
14568,1063.7077578326907
14569,732.0908918097726
14570,343.6693634745929
14571,121.88452875240661
14572,-88.27738509123546
14573,161.45811200765812
14574,336.5517133029065
14575,52.653584226127165
14576,-1238.6859023994214
14577,-2244.430408034907
14578,-2595.4213655158856
14579,-2616.138658252522
14580,-2809.4158621065067
14581,-3022.3761124159014
14582,-2871.9407617826514
14583,-2918.6033305172996
14584,-2819.895062062081
14585,-1752.46386815336
14586,-112.39542538892537
14587,1861.6698906187628
14588,3085.2678942868492
14589,2854.2587243513235
14590,2362.926120195508
14591,1618.8744028099318
14592,1087.3675432481011
14593,679.7455039859832
14594,375.71396644843315
14595,280.21284767819395
14596,59.97732221306606
14597,87.7390788851857
14598,83.68770929916332
14599,-613.4416959104549
14600,-1946.7090402976935
14601,-3132.157256284179
14602,-3446.8051515890365
14603,-3669.574350073537
14604,-3615.681687463313
14605,-3561.8246565852255
14606,-3561.3419356515146
14607,-3794.6535307123504
14608,-3524.1714362413995
14609,-2696.7362395904206
14610,-773.479130816487
14611,1427.537173869135
14612,2747.984759496076
14613,2930.6390190264824
14614,2531.6793729728743
14615,1766.8038175025747
14616,1252.479932683945
14617,720.438577362624
14618,490.02905759695744
14619,543.1160628535032
14620,705.2139324808547
14621,1295.8638114049759
14622,1845.3374052523736
14623,1821.6257989978503
14624,712.4884603250696
14625,-555.314825646484
14626,-1441.8995853020415
14627,-1944.2570708802405
14628,-2030.1700451255074
14629,-2077.32182070497
14630,-2372.6850944462076
14631,-2417.5545737879906
14632,-2327.3680575196063
14633,-1699.0504931590588
14634,-469.90468850404994
14635,1372.7448090200946
14636,2666.7844170254803
14637,2542.074877722203
14638,1939.7149578690028
14639,1517.8020570849635
14640,1045.633855278053
14641,657.9222716136738
14642,411.5485530380328
14643,307.99890326036933
14644,380.89721527687516
14645,958.697725415638
14646,1663.3503029485425
14647,1841.2911112795412
14648,808.9445849871153
14649,-159.97841557008115
14650,-839.5837957158396
14651,-1537.9088338426307
14652,-1922.7943380846136
14653,-2173.449808877602
14654,-2509.6796333456073
14655,-2555.7635230314695
14656,-2084.434498543141
14657,-1415.987873957399
14658,-161.59501816127755
14659,1567.2474519701443
14660,2672.1680488054317
14661,2538.693397036259
14662,1944.072241836504
14663,1550.6684974286977
14664,988.7105128391468
14665,488.5195702062914
14666,144.84542811559382
14667,64.22480443100007
14668,220.05110069377582
14669,483.9160878055881
14670,1051.9914979986797
14671,793.0476334628993
14672,-477.36683628607165
14673,-1698.3626172191566
14674,-2409.71531894458
14675,-2597.993391788122
14676,-2658.1470753553403
14677,-2534.450724644408
14678,-2484.292052949591
14679,-2590.6975231927327
14680,-2300.442754388709
14681,-1746.0110453672426
14682,-278.3771627983991
14683,1341.5999012319824
14684,2540.3428056933813
14685,2268.8196439881085
14686,1662.984973171452
14687,1025.5656737486522
14688,479.23362028817996
14689,-21.132086653326766
14690,-317.30289960205727
14691,-472.989973516829
14692,-453.7277939779394
14693,-406.9970091112446
14694,-388.2333800346311
14695,-1178.7334233732954
14696,-2980.577653950833
14697,-3821.99693142971
14698,-4358.778227740185
14699,-4577.574156785284
14700,-4487.082953747715
14701,-4403.82155181617
14702,-4668.23114026372
14703,-4787.1
14704,-4001.092244341836
14705,-3183.3807623797115
14706,-1100.840912482078
14707,993.6509185658881
14708,2220.297273393624
14709,2189.585164249559
14710,1788.7196743604156
14711,1676.8023034502787
14712,1215.9221503313584
14713,794.7402512969677
14714,479.24040561378894
14715,276.7166993337497
14716,283.14351876126403
14717,686.9855618478815
14718,1179.6861718019154
14719,894.0655655137616
14720,-652.7577800781236
14721,-1696.215575081765
14722,-2367.566623726996
14723,-2961.6119935705688
14724,-2906.2901914824315
14725,-3043.2019666633764
14726,-2813.416431376174
14727,-2951.5798936266897
14728,-2806.124762443879
14729,-2067.8858604731813
14730,-248.8792084133273
14731,1743.594823165109
14732,2791.865743183989
14733,2550.577230920919
14734,2048.726348464199
14735,1718.7365732877856
14736,1336.0849301634096
14737,1010.3765448182439
14738,835.4152757019868
14739,604.6531936693139
14740,531.1622632741926
14741,664.3626596865186
14742,797.6804762480972
14743,465.1872205316894
14744,-659.5487984230382
14745,-1448.4165536956018
14746,-2017.6102470607286
14747,-2628.0095733458056
14748,-2620.2413494923726
14749,-2912.243948251201
14750,-2698.9573064163305
14751,-2767.829150899195
14752,-2813.7252586899112
14753,-2320.5812441268217
14754,-708.0617438856484
14755,1383.5242008879738
14756,2674.9821061115217
14757,2576.439341776403
14758,2045.2265508913927
14759,1785.27825740554
14760,1239.6571831179187
14761,906.360613485485
14762,529.9561698073031
14763,282.10477756872825
14764,284.0167668702616
14765,390.31216059504703
14766,306.18550136084434
14767,-307.67106718138575
14768,-1775.5864002522753
14769,-2784.8744936667777
14770,-3677.0350461726075
14771,-3698.589697633842
14772,-3423.5915248585993
14773,-3480.7848437678585
14774,-3681.9112445796586
14775,-3750.0632307500136
14776,-3581.101860217897
14777,-2749.231181378697
14778,-792.5353011385826
14779,1009.7868021135512
14780,2261.2229297782105
14781,2375.614503900662
14782,1887.3853295582003
14783,1532.363228071594
14784,922.8399882567522
14785,208.35101936020453
14786,-77.93234796979974
14787,-185.002317408289
14788,-78.99641205470323
14789,685.3983238349089
14790,1345.7164418896884
14791,1173.2410965636568
14792,-148.16856471070258
14793,-1370.3792986177962
14794,-2057.3644551065545
14795,-1926.2037833599002
14796,-2092.1864064160704
14797,-2296.1799578689556
14798,-2626.7449168511775
14799,-2895.0669322542367
14800,-2558.3171117613306
14801,-1974.1290617908635
14802,-143.752146242537
14803,1831.3441793395968
14804,3012.666833151598
14805,2809.7888482173057
14806,2264.4302847066656
14807,1741.9864445514495
14808,1223.9388053461416
14809,701.2404728277477
14810,580.8564656554278
14811,598.176455681343
14812,803.6730281912726
14813,1240.6038044378818
14814,1850.7054158140886
14815,1695.0982346511273
14816,410.27565388359454
14817,-787.9621085287234
14818,-1547.4632307388956
14819,-2214.157404783687
14820,-2388.853369108943
14821,-2439.7531506384757
14822,-2258.998451156881
14823,-2293.9374856078375
14824,-2071.093567250269
14825,-1319.3987184325558
14826,-28.077881604917422
14827,1714.2648646834734
14828,2817.1477581189783
14829,2448.3071894529407
14830,1651.2185887363999
14831,989.2414482777543
14832,352.34533186175463
14833,-53.0319527368862
14834,-368.5266878367717
14835,-617.6241208112755
14836,-642.6407929328587
14837,-303.06483030005666
14838,333.69449882198705
14839,311.1045075346466
14840,-615.5781590333995
14841,-1614.9208918152076
14842,-2055.86209978639
14843,-2379.685773217381
14844,-2270.9637783561257
14845,-2097.3332517651384
14846,-1841.2187440409148
14847,-1724.214951298868
